congress,chamber,rollnumber,icpsr,cast_code,prob
117,House,1,14066,6,100.0
117,House,1,14854,6,100.0
117,House,1,14863,6,99.6
117,House,1,14873,1,100.0
117,House,1,15019,1,92.6
117,House,1,15029,1,100.0
117,House,1,15410,1,100.0
117,House,1,15433,1,100.0
117,House,1,15438,1,100.0
117,House,1,15446,6,100.0
117,House,1,15448,1,100.0
117,House,1,15454,1,100.0
117,House,1,15616,1,100.0
117,House,1,20104,1,100.0
117,House,1,20107,6,100.0
117,House,1,20119,1,100.0
117,House,1,20122,1,100.0
117,House,1,20124,6,100.0
117,House,1,20136,1,100.0
117,House,1,20138,6,100.0
117,House,1,20145,1,100.0
117,House,1,20301,6,100.0
117,House,1,20305,1,100.0
117,House,1,20307,6,100.0
117,House,1,20310,1,100.0
117,House,1,20316,6,100.0
117,House,1,20321,1,99.9
117,House,1,20322,1,97.5
117,House,1,20329,1,99.8
117,House,1,20340,1,100.0
117,House,1,20342,6,100.0
117,House,1,20343,1,100.0
117,House,1,20344,6,100.0
117,House,1,20355,6,100.0
117,House,1,20356,6,100.0
117,House,1,20501,1,91.0
117,House,1,20504,1,100.0
117,House,1,20517,1,100.0
117,House,1,20518,6,100.0
117,House,1,20519,1,100.0
117,House,1,20521,6,100.0
117,House,1,20522,6,100.0
117,House,1,20527,6,100.0
117,House,1,20529,1,100.0
117,House,1,20530,6,100.0
117,House,1,20533,1,94.5
117,House,1,20535,6,100.0
117,House,1,20537,1,100.0
117,House,1,20538,1,100.0
117,House,1,20542,1,100.0
117,House,1,20702,1,99.7
117,House,1,20703,6,100.0
117,House,1,20704,6,100.0
117,House,1,20705,1,99.8
117,House,1,20706,1,100.0
117,House,1,20708,1,100.0
117,House,1,20709,6,100.0
117,House,1,20712,1,100.0
117,House,1,20723,1,100.0
117,House,1,20724,1,100.0
117,House,1,20725,6,100.0
117,House,1,20729,6,100.0
117,House,1,20733,1,100.0
117,House,1,20738,6,100.0
117,House,1,20748,1,100.0
117,House,1,20749,1,99.2
117,House,1,20750,1,100.0
117,House,1,20755,6,100.0
117,House,1,20756,6,100.0
117,House,1,20757,1,100.0
117,House,1,20758,6,100.0
117,House,1,20759,6,100.0
117,House,1,20762,1,100.0
117,House,1,20902,1,92.7
117,House,1,20903,6,100.0
117,House,1,20907,1,99.5
117,House,1,20909,6,100.0
117,House,1,20916,6,100.0
117,House,1,20920,1,100.0
117,House,1,20926,6,100.0
117,House,1,20927,1,99.9
117,House,1,20934,1,100.0
117,House,1,20941,1,100.0
117,House,1,20944,1,95.3
117,House,1,20946,6,100.0
117,House,1,20952,1,99.9
117,House,1,20954,1,100.0
117,House,1,20955,1,100.0
117,House,1,20958,1,99.9
117,House,1,20959,1,100.0
117,House,1,21101,6,100.0
117,House,1,21102,1,100.0
117,House,1,21103,6,100.0
117,House,1,21105,6,100.0
117,House,1,21106,6,100.0
117,House,1,21108,6,100.0
117,House,1,21110,1,100.0
117,House,1,21116,6,100.0
117,House,1,21118,1,100.0
117,House,1,21123,6,100.0
117,House,1,21128,6,100.0
117,House,1,21132,6,100.0
117,House,1,21137,1,100.0
117,House,1,21139,6,100.0
117,House,1,21140,1,100.0
117,House,1,21142,6,100.0
117,House,1,21148,6,100.0
117,House,1,21149,6,100.0
117,House,1,21150,6,100.0
117,House,1,21162,6,100.0
117,House,1,21163,6,100.0
117,House,1,21165,6,100.0
117,House,1,21167,6,100.0
117,House,1,21172,1,100.0
117,House,1,21174,6,100.0
117,House,1,21178,6,100.0
117,House,1,21179,6,100.0
117,House,1,21187,6,100.0
117,House,1,21188,6,100.0
117,House,1,21191,6,100.0
117,House,1,21193,6,100.0
117,House,1,21196,6,100.0
117,House,1,21198,1,100.0
117,House,1,21302,6,100.0
117,House,1,21303,1,100.0
117,House,1,21304,1,98.9
117,House,1,21306,1,100.0
117,House,1,21307,9,100.0
117,House,1,21308,1,99.8
117,House,1,21309,1,100.0
117,House,1,21311,1,99.1
117,House,1,21312,1,100.0
117,House,1,21313,1,100.0
117,House,1,21314,1,100.0
117,House,1,21315,1,95.4
117,House,1,21321,1,100.0
117,House,1,21326,1,95.8
117,House,1,21328,6,100.0
117,House,1,21329,1,99.0
117,House,1,21330,6,100.0
117,House,1,21333,6,100.0
117,House,1,21337,6,100.0
117,House,1,21339,1,100.0
117,House,1,21340,1,99.6
117,House,1,21342,1,100.0
117,House,1,21343,1,100.0
117,House,1,21344,1,98.8
117,House,1,21346,6,100.0
117,House,1,21351,6,100.0
117,House,1,21352,1,100.0
117,House,1,21353,6,100.0
117,House,1,21355,6,100.0
117,House,1,21356,6,100.0
117,House,1,21358,1,100.0
117,House,1,21359,6,100.0
117,House,1,21360,6,100.0
117,House,1,21362,1,100.0
117,House,1,21364,6,100.0
117,House,1,21365,1,100.0
117,House,1,21366,1,99.8
117,House,1,21367,6,100.0
117,House,1,21368,1,99.9
117,House,1,21370,1,100.0
117,House,1,21371,1,100.0
117,House,1,21372,1,100.0
117,House,1,21373,6,100.0
117,House,1,21375,1,100.0
117,House,1,21500,6,100.0
117,House,1,21502,1,100.0
117,House,1,21503,6,100.0
117,House,1,21504,1,100.0
117,House,1,21506,1,99.8
117,House,1,21507,1,100.0
117,House,1,21508,1,100.0
117,House,1,21510,6,100.0
117,House,1,21513,6,100.0
117,House,1,21514,6,100.0
117,House,1,21515,6,100.0
117,House,1,21516,6,100.0
117,House,1,21519,6,100.0
117,House,1,21523,6,100.0
117,House,1,21525,1,99.9
117,House,1,21526,6,100.0
117,House,1,21529,1,100.0
117,House,1,21530,1,100.0
117,House,1,21531,6,100.0
117,House,1,21536,1,100.0
117,House,1,21538,1,100.0
117,House,1,21539,6,100.0
117,House,1,21540,1,99.8
117,House,1,21541,6,100.0
117,House,1,21542,6,99.9
117,House,1,21544,6,100.0
117,House,1,21545,1,100.0
117,House,1,21548,1,100.0
117,House,1,21551,6,100.0
117,House,1,21554,1,100.0
117,House,1,21556,6,100.0
117,House,1,21557,6,100.0
117,House,1,21559,6,100.0
117,House,1,21561,6,100.0
117,House,1,21562,6,100.0
117,House,1,21563,6,100.0
117,House,1,21564,6,100.0
117,House,1,21565,6,100.0
117,House,1,21566,1,100.0
117,House,1,21700,6,100.0
117,House,1,21701,6,100.0
117,House,1,21702,6,100.0
117,House,1,21703,1,100.0
117,House,1,21704,6,100.0
117,House,1,21705,6,100.0
117,House,1,21706,1,100.0
117,House,1,21707,1,100.0
117,House,1,21708,6,100.0
117,House,1,21709,1,99.9
117,House,1,21710,6,100.0
117,House,1,21711,1,99.5
117,House,1,21712,1,98.4
117,House,1,21713,1,100.0
117,House,1,21714,6,100.0
117,House,1,21715,1,100.0
117,House,1,21717,6,100.0
117,House,1,21718,6,99.6
117,House,1,21719,6,100.0
117,House,1,21720,6,100.0
117,House,1,21722,1,99.9
117,House,1,21723,1,83.8
117,House,1,21724,6,100.0
117,House,1,21725,6,100.0
117,House,1,21726,1,100.0
117,House,1,21727,6,100.0
117,House,1,21728,1,100.0
117,House,1,21730,1,100.0
117,House,1,21731,6,100.0
117,House,1,21732,1,99.4
117,House,1,21735,6,100.0
117,House,1,21736,1,100.0
117,House,1,21738,1,90.2
117,House,1,21739,1,94.8
117,House,1,21740,1,99.9
117,House,1,21741,1,100.0
117,House,1,21744,6,100.0
117,House,1,21745,6,100.0
117,House,1,21746,1,100.0
117,House,1,21747,1,97.7
117,House,1,21750,6,100.0
117,House,1,21753,6,100.0
117,House,1,21754,1,100.0
117,House,1,21755,6,100.0
117,House,1,21756,6,22.6
117,House,1,21757,6,100.0
117,House,1,21758,6,100.0
117,House,1,21759,6,100.0
117,House,1,21760,6,100.0
117,House,1,21761,1,100.0
117,House,1,21762,1,100.0
117,House,1,21763,1,99.9
117,House,1,21900,1,100.0
117,House,1,21901,6,100.0
117,House,1,21902,1,96.4
117,House,1,21903,6,100.0
117,House,1,21905,6,100.0
117,House,1,21906,1,100.0
117,House,1,21908,6,100.0
117,House,1,21910,1,99.2
117,House,1,21911,6,100.0
117,House,1,21912,1,99.1
117,House,1,21914,1,99.0
117,House,1,21915,1,100.0
117,House,1,21916,1,97.4
117,House,1,21917,1,100.0
117,House,1,21919,1,100.0
117,House,1,21920,6,100.0
117,House,1,21921,1,100.0
117,House,1,21922,1,100.0
117,House,1,21923,6,35.0
117,House,1,21924,6,100.0
117,House,1,21925,6,100.0
117,House,1,21926,6,100.0
117,House,1,21927,6,100.0
117,House,1,21928,1,100.0
117,House,1,21929,6,100.0
117,House,1,21930,1,99.9
117,House,1,21931,1,100.0
117,House,1,21934,1,99.6
117,House,1,21935,6,100.0
117,House,1,21936,6,100.0
117,House,1,21937,1,99.2
117,House,1,21938,1,99.7
117,House,1,21939,1,100.0
117,House,1,21940,1,100.0
117,House,1,21941,1,90.6
117,House,1,21942,1,99.4
117,House,1,21944,1,98.6
117,House,1,21945,6,100.0
117,House,1,21946,6,100.0
117,House,1,21948,1,100.0
117,House,1,21949,1,99.6
117,House,1,21950,1,99.9
117,House,1,21951,1,99.7
117,House,1,21952,6,100.0
117,House,1,21953,1,98.9
117,House,1,21954,1,95.1
117,House,1,21955,1,100.0
117,House,1,21956,6,100.0
117,House,1,21959,6,100.0
117,House,1,21961,6,100.0
117,House,1,21962,1,99.9
117,House,1,21964,7,93.5
117,House,1,21965,7,98.7
117,House,1,21966,7,86.7
117,House,1,21968,1,100.0
117,House,1,21969,6,100.0
117,House,1,21970,6,100.0
117,House,1,21971,6,100.0
117,House,1,21972,1,99.9
117,House,1,21973,6,100.0
117,House,1,21974,6,100.0
117,House,1,21975,1,99.8
117,House,1,21977,1,100.0
117,House,1,21978,1,99.7
117,House,1,21979,1,100.0
117,House,1,21981,6,100.0
117,House,1,21983,1,100.0
117,House,1,21984,6,100.0
117,House,1,21985,6,100.0
117,House,1,21986,6,100.0
117,House,1,21987,6,100.0
117,House,1,21988,6,100.0
117,House,1,21989,6,100.0
117,House,1,21990,6,100.0
117,House,1,22100,1,99.9
117,House,1,22101,6,100.0
117,House,1,22102,6,100.0
117,House,1,22103,6,100.0
117,House,1,22104,1,99.2
117,House,1,22105,1,100.0
117,House,1,22106,1,100.0
117,House,1,22107,6,100.0
117,House,1,22108,6,100.0
117,House,1,22109,6,100.0
117,House,1,22110,6,100.0
117,House,1,22111,6,100.0
117,House,1,22112,6,100.0
117,House,1,22113,6,100.0
117,House,1,22114,6,100.0
117,House,1,22115,6,100.0
117,House,1,22116,6,100.0
117,House,1,22117,6,100.0
117,House,1,22118,6,100.0
117,House,1,22119,6,100.0
117,House,1,22120,6,100.0
117,House,1,22121,6,100.0
117,House,1,22122,6,100.0
117,House,1,22123,6,100.0
117,House,1,22124,6,100.0
117,House,1,22125,6,100.0
117,House,1,22126,1,100.0
117,House,1,22127,1,100.0
117,House,1,22128,1,100.0
117,House,1,22129,6,100.0
117,House,1,22130,6,100.0
117,House,1,22131,1,100.0
117,House,1,22132,6,100.0
117,House,1,22133,6,100.0
117,House,1,22134,6,100.0
117,House,1,22135,1,99.9
117,House,1,22136,6,100.0
117,House,1,22137,6,100.0
117,House,1,22138,6,100.0
117,House,1,22139,6,100.0
117,House,1,22140,6,100.0
117,House,1,22141,6,100.0
117,House,1,22142,1,99.9
117,House,1,22143,6,100.0
117,House,1,22144,1,100.0
117,House,1,22145,6,100.0
117,House,1,22146,6,100.0
117,House,1,22147,6,100.0
117,House,1,22148,6,100.0
117,House,1,22149,1,99.9
117,House,1,22150,9,100.0
117,House,1,22151,6,100.0
117,House,1,22152,6,100.0
117,House,1,22153,1,99.9
117,House,1,22154,1,100.0
117,House,1,22155,6,100.0
117,House,1,22156,1,100.0
117,House,1,29106,1,100.0
117,House,1,29109,1,100.0
117,House,1,29312,1,100.0
117,House,1,29317,1,100.0
117,House,1,29323,6,100.0
117,House,1,29337,9,100.0
117,House,1,29339,1,99.2
117,House,1,29346,1,100.0
117,House,1,29368,1,100.0
117,House,1,29377,1,100.0
117,House,1,29378,1,100.0
117,House,1,29379,1,100.0
117,House,1,29393,6,100.0
117,House,1,29504,1,100.0
117,House,1,29550,6,100.0
117,House,1,29561,1,100.0
117,House,1,29571,1,100.0
117,House,1,29573,1,100.0
117,House,1,29588,1,100.0
117,House,1,29701,6,100.0
117,House,1,29707,1,100.0
117,House,1,29710,1,100.0
117,House,1,29717,1,100.0
117,House,1,29729,1,100.0
117,House,1,29741,1,100.0
117,House,1,29759,6,100.0
117,House,1,29760,6,100.0
117,House,1,29762,6,100.0
117,House,1,29768,1,99.9
117,House,1,29769,1,99.7
117,House,1,29776,1,100.0
117,House,1,29778,1,100.0
117,House,1,29901,1,100.0
117,House,1,29903,1,100.0
117,House,1,29908,1,100.0
117,House,1,29910,6,100.0
117,House,1,29911,1,100.0
117,House,1,31101,1,99.9
117,House,1,31102,6,100.0
117,House,1,31103,1,100.0
117,House,1,39301,1,100.0
117,House,1,39305,1,100.0
117,House,1,39307,1,100.0
117,House,1,91980,6,99.9
117,House,2,14066,1,
117,House,2,14854,1,
117,House,2,14863,1,
117,House,2,14873,1,
117,House,2,15019,1,
117,House,2,15029,1,
117,House,2,15410,1,
117,House,2,15433,1,
117,House,2,15438,1,
117,House,2,15446,1,
117,House,2,15454,1,
117,House,2,15616,1,
117,House,2,20104,9,
117,House,2,20107,1,
117,House,2,20119,1,
117,House,2,20122,1,
117,House,2,20124,1,
117,House,2,20136,1,
117,House,2,20138,1,
117,House,2,20145,1,
117,House,2,20301,1,
117,House,2,20305,1,
117,House,2,20307,1,
117,House,2,20310,9,
117,House,2,20316,1,
117,House,2,20321,1,
117,House,2,20322,1,
117,House,2,20329,9,
117,House,2,20340,1,
117,House,2,20342,1,
117,House,2,20343,9,
117,House,2,20344,1,
117,House,2,20355,1,
117,House,2,20356,1,
117,House,2,20501,1,
117,House,2,20504,1,
117,House,2,20517,1,
117,House,2,20518,1,
117,House,2,20519,1,
117,House,2,20521,1,
117,House,2,20522,1,
117,House,2,20527,1,
117,House,2,20529,1,
117,House,2,20530,1,
117,House,2,20533,1,
117,House,2,20535,1,
117,House,2,20537,1,
117,House,2,20538,1,
117,House,2,20542,1,
117,House,2,20702,1,
117,House,2,20703,1,
117,House,2,20704,1,
117,House,2,20705,1,
117,House,2,20706,1,
117,House,2,20708,1,
117,House,2,20709,1,
117,House,2,20712,1,
117,House,2,20723,9,
117,House,2,20724,9,
117,House,2,20725,1,
117,House,2,20729,1,
117,House,2,20733,1,
117,House,2,20738,1,
117,House,2,20748,1,
117,House,2,20749,1,
117,House,2,20750,1,
117,House,2,20755,1,
117,House,2,20756,9,
117,House,2,20757,1,
117,House,2,20758,1,
117,House,2,20759,1,
117,House,2,20762,1,
117,House,2,20902,1,
117,House,2,20903,1,
117,House,2,20907,1,
117,House,2,20909,9,
117,House,2,20916,1,
117,House,2,20920,1,
117,House,2,20926,1,
117,House,2,20927,1,
117,House,2,20934,1,
117,House,2,20941,1,
117,House,2,20944,1,
117,House,2,20946,1,
117,House,2,20952,1,
117,House,2,20954,1,
117,House,2,20955,1,
117,House,2,20958,1,
117,House,2,20959,1,
117,House,2,21101,1,
117,House,2,21102,1,
117,House,2,21103,1,
117,House,2,21105,1,
117,House,2,21106,1,
117,House,2,21108,1,
117,House,2,21110,1,
117,House,2,21116,9,
117,House,2,21118,9,
117,House,2,21123,1,
117,House,2,21128,1,
117,House,2,21132,1,
117,House,2,21137,9,
117,House,2,21139,6,
117,House,2,21140,1,
117,House,2,21142,1,
117,House,2,21148,1,
117,House,2,21149,1,
117,House,2,21150,1,
117,House,2,21162,1,
117,House,2,21163,9,
117,House,2,21165,1,
117,House,2,21167,1,
117,House,2,21172,1,
117,House,2,21174,1,
117,House,2,21178,1,
117,House,2,21179,1,
117,House,2,21187,1,
117,House,2,21188,1,
117,House,2,21191,6,
117,House,2,21193,1,
117,House,2,21196,1,
117,House,2,21198,1,
117,House,2,21302,1,
117,House,2,21303,9,
117,House,2,21304,1,
117,House,2,21306,9,
117,House,2,21307,9,
117,House,2,21308,1,
117,House,2,21309,1,
117,House,2,21311,9,
117,House,2,21312,1,
117,House,2,21313,1,
117,House,2,21314,1,
117,House,2,21315,9,
117,House,2,21321,1,
117,House,2,21326,1,
117,House,2,21328,1,
117,House,2,21329,1,
117,House,2,21330,1,
117,House,2,21333,1,
117,House,2,21337,1,
117,House,2,21339,9,
117,House,2,21340,1,
117,House,2,21342,9,
117,House,2,21343,1,
117,House,2,21344,1,
117,House,2,21346,1,
117,House,2,21351,1,
117,House,2,21352,1,
117,House,2,21353,9,
117,House,2,21355,1,
117,House,2,21356,1,
117,House,2,21358,1,
117,House,2,21359,1,
117,House,2,21360,9,
117,House,2,21362,1,
117,House,2,21364,1,
117,House,2,21365,9,
117,House,2,21366,1,
117,House,2,21367,9,
117,House,2,21368,1,
117,House,2,21370,1,
117,House,2,21371,1,
117,House,2,21372,1,
117,House,2,21373,1,
117,House,2,21375,1,
117,House,2,21500,1,
117,House,2,21502,1,
117,House,2,21503,1,
117,House,2,21504,9,
117,House,2,21506,1,
117,House,2,21507,1,
117,House,2,21508,1,
117,House,2,21510,1,
117,House,2,21513,1,
117,House,2,21514,1,
117,House,2,21515,1,
117,House,2,21516,1,
117,House,2,21519,1,
117,House,2,21523,1,
117,House,2,21525,1,
117,House,2,21526,1,
117,House,2,21529,1,
117,House,2,21530,1,
117,House,2,21531,1,
117,House,2,21536,1,
117,House,2,21538,9,
117,House,2,21539,9,
117,House,2,21540,9,
117,House,2,21541,1,
117,House,2,21542,9,
117,House,2,21544,1,
117,House,2,21545,1,
117,House,2,21548,1,
117,House,2,21551,1,
117,House,2,21554,1,
117,House,2,21556,1,
117,House,2,21557,1,
117,House,2,21559,1,
117,House,2,21561,1,
117,House,2,21562,1,
117,House,2,21563,9,
117,House,2,21564,1,
117,House,2,21565,1,
117,House,2,21566,1,
117,House,2,21700,9,
117,House,2,21701,1,
117,House,2,21702,1,
117,House,2,21703,1,
117,House,2,21704,1,
117,House,2,21705,1,
117,House,2,21706,1,
117,House,2,21707,1,
117,House,2,21708,1,
117,House,2,21709,1,
117,House,2,21710,1,
117,House,2,21711,1,
117,House,2,21712,1,
117,House,2,21713,1,
117,House,2,21714,9,
117,House,2,21715,1,
117,House,2,21717,1,
117,House,2,21718,1,
117,House,2,21719,1,
117,House,2,21720,1,
117,House,2,21722,1,
117,House,2,21723,1,
117,House,2,21724,1,
117,House,2,21725,1,
117,House,2,21726,1,
117,House,2,21727,1,
117,House,2,21728,1,
117,House,2,21730,9,
117,House,2,21731,1,
117,House,2,21732,1,
117,House,2,21735,1,
117,House,2,21736,1,
117,House,2,21738,1,
117,House,2,21739,1,
117,House,2,21740,1,
117,House,2,21741,1,
117,House,2,21744,1,
117,House,2,21745,1,
117,House,2,21746,9,
117,House,2,21747,9,
117,House,2,21750,1,
117,House,2,21753,1,
117,House,2,21754,1,
117,House,2,21755,1,
117,House,2,21756,1,
117,House,2,21757,9,
117,House,2,21758,1,
117,House,2,21759,1,
117,House,2,21760,1,
117,House,2,21761,1,
117,House,2,21762,1,
117,House,2,21763,1,
117,House,2,21900,1,
117,House,2,21901,1,
117,House,2,21902,1,
117,House,2,21903,1,
117,House,2,21905,1,
117,House,2,21906,1,
117,House,2,21908,1,
117,House,2,21910,1,
117,House,2,21911,1,
117,House,2,21912,1,
117,House,2,21914,1,
117,House,2,21915,1,
117,House,2,21916,1,
117,House,2,21917,1,
117,House,2,21919,1,
117,House,2,21920,1,
117,House,2,21921,1,
117,House,2,21922,1,
117,House,2,21923,1,
117,House,2,21924,1,
117,House,2,21925,9,
117,House,2,21926,9,
117,House,2,21927,1,
117,House,2,21928,1,
117,House,2,21929,1,
117,House,2,21930,1,
117,House,2,21931,1,
117,House,2,21934,1,
117,House,2,21935,1,
117,House,2,21936,1,
117,House,2,21937,1,
117,House,2,21938,1,
117,House,2,21939,1,
117,House,2,21940,9,
117,House,2,21941,1,
117,House,2,21942,1,
117,House,2,21944,9,
117,House,2,21945,1,
117,House,2,21946,1,
117,House,2,21948,1,
117,House,2,21949,1,
117,House,2,21950,9,
117,House,2,21951,1,
117,House,2,21952,1,
117,House,2,21953,1,
117,House,2,21954,1,
117,House,2,21955,9,
117,House,2,21956,1,
117,House,2,21959,1,
117,House,2,21961,1,
117,House,2,21962,1,
117,House,2,21964,9,
117,House,2,21965,9,
117,House,2,21966,9,
117,House,2,21968,9,
117,House,2,21969,1,
117,House,2,21970,1,
117,House,2,21971,1,
117,House,2,21972,1,
117,House,2,21973,9,
117,House,2,21974,1,
117,House,2,21975,1,
117,House,2,21977,1,
117,House,2,21978,9,
117,House,2,21979,9,
117,House,2,21981,1,
117,House,2,21983,1,
117,House,2,21984,9,
117,House,2,21985,1,
117,House,2,21986,1,
117,House,2,21987,1,
117,House,2,21988,1,
117,House,2,21989,1,
117,House,2,21990,9,
117,House,2,22100,1,
117,House,2,22101,1,
117,House,2,22102,1,
117,House,2,22103,1,
117,House,2,22104,1,
117,House,2,22105,1,
117,House,2,22106,1,
117,House,2,22107,1,
117,House,2,22108,1,
117,House,2,22109,1,
117,House,2,22110,1,
117,House,2,22111,1,
117,House,2,22112,1,
117,House,2,22113,1,
117,House,2,22114,1,
117,House,2,22115,1,
117,House,2,22116,1,
117,House,2,22117,1,
117,House,2,22118,1,
117,House,2,22119,1,
117,House,2,22120,1,
117,House,2,22121,1,
117,House,2,22122,1,
117,House,2,22123,1,
117,House,2,22124,1,
117,House,2,22125,1,
117,House,2,22126,1,
117,House,2,22127,1,
117,House,2,22128,1,
117,House,2,22129,1,
117,House,2,22130,1,
117,House,2,22131,1,
117,House,2,22132,1,
117,House,2,22133,1,
117,House,2,22134,1,
117,House,2,22135,1,
117,House,2,22136,1,
117,House,2,22137,1,
117,House,2,22138,1,
117,House,2,22139,1,
117,House,2,22140,1,
117,House,2,22141,1,
117,House,2,22142,1,
117,House,2,22143,1,
117,House,2,22144,1,
117,House,2,22145,1,
117,House,2,22146,1,
117,House,2,22147,1,
117,House,2,22148,1,
117,House,2,22149,1,
117,House,2,22150,9,
117,House,2,22151,1,
117,House,2,22152,1,
117,House,2,22153,1,
117,House,2,22154,1,
117,House,2,22155,1,
117,House,2,22156,1,
117,House,2,29106,9,
117,House,2,29109,1,
117,House,2,29312,1,
117,House,2,29317,1,
117,House,2,29323,1,
117,House,2,29337,9,
117,House,2,29339,1,
117,House,2,29346,1,
117,House,2,29368,1,
117,House,2,29377,1,
117,House,2,29378,9,
117,House,2,29379,1,
117,House,2,29393,1,
117,House,2,29504,1,
117,House,2,29550,1,
117,House,2,29561,9,
117,House,2,29571,1,
117,House,2,29573,1,
117,House,2,29588,1,
117,House,2,29701,1,
117,House,2,29707,9,
117,House,2,29710,1,
117,House,2,29717,1,
117,House,2,29729,1,
117,House,2,29741,1,
117,House,2,29759,1,
117,House,2,29760,9,
117,House,2,29762,1,
117,House,2,29768,1,
117,House,2,29769,1,
117,House,2,29776,1,
117,House,2,29778,1,
117,House,2,29901,1,
117,House,2,29903,1,
117,House,2,29908,1,
117,House,2,29910,1,
117,House,2,29911,1,
117,House,2,31101,1,
117,House,2,31102,1,
117,House,2,31103,9,
117,House,2,39301,1,
117,House,2,39305,1,
117,House,2,39307,9,
117,House,2,91980,1,
117,House,3,14066,9,99.9
117,House,3,14854,6,100.0
117,House,3,14863,6,97.3
117,House,3,14873,1,100.0
117,House,3,15019,1,99.2
117,House,3,15029,1,100.0
117,House,3,15410,1,100.0
117,House,3,15433,1,100.0
117,House,3,15438,1,100.0
117,House,3,15446,6,100.0
117,House,3,15454,1,100.0
117,House,3,15616,1,100.0
117,House,3,20104,1,100.0
117,House,3,20107,6,100.0
117,House,3,20119,1,100.0
117,House,3,20122,1,100.0
117,House,3,20124,6,100.0
117,House,3,20136,1,100.0
117,House,3,20138,6,100.0
117,House,3,20145,1,100.0
117,House,3,20301,6,100.0
117,House,3,20305,1,100.0
117,House,3,20307,6,100.0
117,House,3,20310,1,100.0
117,House,3,20316,6,99.9
117,House,3,20321,1,100.0
117,House,3,20322,1,99.7
117,House,3,20329,1,100.0
117,House,3,20340,1,100.0
117,House,3,20342,6,99.8
117,House,3,20343,1,100.0
117,House,3,20344,6,100.0
117,House,3,20355,6,100.0
117,House,3,20356,6,100.0
117,House,3,20501,1,99.9
117,House,3,20504,1,100.0
117,House,3,20517,1,100.0
117,House,3,20518,6,100.0
117,House,3,20519,1,100.0
117,House,3,20521,6,100.0
117,House,3,20522,6,100.0
117,House,3,20527,6,100.0
117,House,3,20529,1,100.0
117,House,3,20530,6,100.0
117,House,3,20533,1,100.0
117,House,3,20535,6,100.0
117,House,3,20537,1,100.0
117,House,3,20538,1,100.0
117,House,3,20542,1,100.0
117,House,3,20702,1,100.0
117,House,3,20703,6,100.0
117,House,3,20704,6,100.0
117,House,3,20705,1,100.0
117,House,3,20706,1,100.0
117,House,3,20708,1,100.0
117,House,3,20709,6,100.0
117,House,3,20712,1,100.0
117,House,3,20723,1,100.0
117,House,3,20724,1,100.0
117,House,3,20725,6,100.0
117,House,3,20729,6,100.0
117,House,3,20733,1,100.0
117,House,3,20738,6,100.0
117,House,3,20748,1,100.0
117,House,3,20749,1,99.9
117,House,3,20750,1,100.0
117,House,3,20755,6,100.0
117,House,3,20756,6,100.0
117,House,3,20757,1,100.0
117,House,3,20758,6,100.0
117,House,3,20759,6,100.0
117,House,3,20762,1,100.0
117,House,3,20902,1,99.3
117,House,3,20903,6,100.0
117,House,3,20907,1,99.9
117,House,3,20909,6,100.0
117,House,3,20916,6,100.0
117,House,3,20920,1,100.0
117,House,3,20926,6,100.0
117,House,3,20927,1,100.0
117,House,3,20934,1,100.0
117,House,3,20941,1,100.0
117,House,3,20944,1,99.7
117,House,3,20946,6,99.9
117,House,3,20952,1,100.0
117,House,3,20954,1,100.0
117,House,3,20955,1,100.0
117,House,3,20958,1,100.0
117,House,3,20959,1,100.0
117,House,3,21101,6,99.9
117,House,3,21102,1,100.0
117,House,3,21103,6,100.0
117,House,3,21105,6,100.0
117,House,3,21106,6,100.0
117,House,3,21108,6,100.0
117,House,3,21110,1,100.0
117,House,3,21116,6,100.0
117,House,3,21118,9,100.0
117,House,3,21123,9,100.0
117,House,3,21128,6,99.7
117,House,3,21132,6,100.0
117,House,3,21137,1,100.0
117,House,3,21139,6,100.0
117,House,3,21140,1,100.0
117,House,3,21142,6,100.0
117,House,3,21148,6,100.0
117,House,3,21149,6,100.0
117,House,3,21150,6,100.0
117,House,3,21162,6,100.0
117,House,3,21163,6,99.9
117,House,3,21165,6,100.0
117,House,3,21167,6,100.0
117,House,3,21172,1,100.0
117,House,3,21174,6,100.0
117,House,3,21178,6,100.0
117,House,3,21179,6,100.0
117,House,3,21187,6,100.0
117,House,3,21188,6,99.9
117,House,3,21191,6,100.0
117,House,3,21193,6,100.0
117,House,3,21196,6,100.0
117,House,3,21198,1,100.0
117,House,3,21302,6,100.0
117,House,3,21303,1,100.0
117,House,3,21304,1,99.9
117,House,3,21306,1,100.0
117,House,3,21308,9,100.0
117,House,3,21309,1,100.0
117,House,3,21311,1,100.0
117,House,3,21312,1,100.0
117,House,3,21313,1,100.0
117,House,3,21314,1,100.0
117,House,3,21315,1,99.6
117,House,3,21321,1,100.0
117,House,3,21326,1,99.3
117,House,3,21328,6,99.8
117,House,3,21329,1,100.0
117,House,3,21330,6,100.0
117,House,3,21333,6,100.0
117,House,3,21337,6,100.0
117,House,3,21339,1,100.0
117,House,3,21340,1,100.0
117,House,3,21342,1,100.0
117,House,3,21343,1,100.0
117,House,3,21344,1,100.0
117,House,3,21346,6,100.0
117,House,3,21351,6,100.0
117,House,3,21352,1,100.0
117,House,3,21353,6,99.7
117,House,3,21355,6,100.0
117,House,3,21356,6,100.0
117,House,3,21358,1,100.0
117,House,3,21359,6,100.0
